timestamp,open,high,low,close,volume
2025-02-19 09:00:00,95601.9,95913.4,95601.8,95897.9,22.51100956
2025-02-19 10:00:00,95898.0,96367.5,95898.0,96299.9,89.22093866
2025-02-19 11:00:00,96299.9,96356.1,96211.1,96354.0,48.99873177
2025-02-19 12:00:00,96354.0,96428.2,96154.9,96155.3,32.56337267
2025-02-19 13:00:00,96155.3,96390.0,96155.3,96313.3,24.90288737
2025-02-19 14:00:00,96313.3,96682.9,95727.9,95728.0,97.87393633
2025-02-19 15:00:00,95728.0,96375.1,95578.6,95911.0,78.83690954
2025-02-19 16:00:00,95911.1,96300.0,95903.7,96242.6,15.78435328
2025-02-19 17:00:00,96242.6,96465.8,96181.6,96410.0,48.15099494
2025-02-19 18:00:00,96410.0,96410.0,95636.0,95645.4,48.76421969
2025-02-19 19:00:00,95645.4,96140.9,95442.1,96120.8,64.49690095
2025-02-19 20:00:00,96120.9,96434.3,96066.6,96147.9,66.96842193
2025-02-19 21:00:00,96149.3,96429.3,96050.0,96288.1,21.78094025
2025-02-19 22:00:00,96288.1,96546.9,96288.1,96527.9,14.24381195
2025-02-19 23:00:00,96528.0,96875.0,96527.9,96625.7,67.85360275
2025-02-20 00:00:00,96625.7,96826.6,96405.7,96822.8,37.94310908
2025-02-20 01:00:00,96822.8,96918.8,96698.8,96711.7,30.82368897
2025-02-20 02:00:00,96711.7,97200.0,96711.7,97180.6,54.14890532
2025-02-20 03:00:00,97180.6,97291.2,96953.9,97041.2,33.58785708
2025-02-20 04:00:00,97041.3,97300.0,97039.6,97203.3,41.06491491
2025-02-20 05:00:00,97203.3,97203.3,96964.0,96964.0,14.5690098
2025-02-20 06:00:00,96964.1,96964.1,96794.3,96937.2,33.42468713
2025-02-20 07:00:00,96937.3,97043.8,96829.9,96874.5,8.39411169
2025-02-20 08:00:00,96867.1,97197.1,96823.7,97197.0,14.3465376
2025-02-20 09:00:00,97158.1,97250.0,97158.1,97188.9,10.18485149
2025-02-20 10:00:00,97188.8,97360.0,97102.1,97350.6,54.01978904
2025-02-20 11:00:00,97350.7,97379.4,97163.4,97202.3,46.76029491
2025-02-20 12:00:00,97202.3,97500.0,97202.3,97410.0,50.63842802
2025-02-20 13:00:00,97409.9,97500.0,97290.8,97500.0,38.12503696
2025-02-20 14:00:00,97500.0,98054.8,96888.0,96960.1,162.08176966
2025-02-20 15:00:00,96966.4,97264.7,96834.2,96921.9,92.29286851
2025-02-20 16:00:00,96921.9,97979.4,96909.4,97529.8,79.91151342
2025-02-20 17:00:00,97529.9,98004.9,97529.8,98004.8,118.07692731
2025-02-20 18:00:00,98004.9,98409.0,97961.0,98336.0,110.46562
2025-02-20 19:00:00,98336.0,98522.4,98295.1,98399.0,57.85648502
2025-02-20 20:00:00,98398.9,98744.0,98326.7,98443.6,68.80073686
2025-02-20 21:00:00,98443.7,98513.9,98088.4,98100.0,48.28870335
2025-02-20 22:00:00,98100.1,98333.6,98100.0,98193.9,17.40154672
2025-02-20 23:00:00,98194.0,98500.0,98193.9,98339.1,56.81854424
2025-02-21 00:00:00,98339.1,98494.3,98145.4,98229.9,30.20742754
2025-02-21 01:00:00,98229.9,98379.3,98142.1,98377.5,24.42146288
2025-02-21 02:00:00,98377.5,98377.5,98147.7,98147.7,8.95662424
2025-02-21 03:00:00,98147.8,98242.6,98144.0,98187.8,14.46845412
2025-02-21 04:00:00,98187.8,98273.6,98187.7,98262.2,10.87036513
2025-02-21 05:00:00,98262.2,98374.4,98211.5,98366.5,20.62850843
2025-02-21 06:00:00,98366.5,98370.2,98366.4,98370.2,7.19367665
2025-02-21 07:00:00,98370.2,98538.0,98194.8,98199.8,21.62267947
2025-02-21 08:00:00,98199.8,98257.3,98147.8,98238.1,13.09837572
2025-02-21 09:00:00,98238.2,98913.9,98194.3,98338.1,45.92600123
2025-02-21 10:00:00,98338.2,98478.9,98268.3,98477.6,13.88870791
