timestamp,open,high,low,close,volume
2025-02-20 13:00:00,0.9208,0.9208,0.9193,0.9193,17.16
2025-02-20 14:00:00,0.9295,0.9337,0.9159,0.9159,4608.70917107
2025-02-20 15:00:00,0.9186,0.9196,0.9113,0.9113,6043.899955
2025-02-20 16:00:00,0.9146,0.9231,0.9146,0.9203,6032.01884999
2025-02-20 17:00:00,0.9172,0.9285,0.9172,0.9275,541.76250329
2025-02-20 18:00:00,0.9312,0.9404,0.9312,0.9325,19011.83803645
2025-02-20 19:00:00,0.9339,0.9396,0.9339,0.9396,11183.99123636
2025-02-20 20:00:00,0.9418,0.9492,0.9418,0.9448,4324.31410616
2025-02-20 21:00:00,0.9445,0.9445,0.9402,0.9402,3643.76542365
2025-02-20 22:00:00,0.9444,0.9496,0.9426,0.9496,4590.18918603
2025-02-20 23:00:00,0.9495,0.9507,0.9495,0.9507,1126.86404258
2025-02-21 00:00:00,0.9494,0.9533,0.9437,0.9437,548.26451822
2025-02-21 01:00:00,0.9379,0.938,0.9365,0.9365,876.06926151
2025-02-21 02:00:00,0.9406,0.9515,0.9375,0.9447,1685.1914791
2025-02-21 03:00:00,0.9441,0.9441,0.943,0.943,507.0
2025-02-21 04:00:00,0.943,0.943,0.943,0.943,0.0
2025-02-21 05:00:00,0.9389,0.9406,0.9389,0.9406,5049.61
2025-02-21 06:00:00,0.9426,0.9452,0.9422,0.9452,1580.763998
2025-02-21 07:00:00,0.9405,0.9417,0.9374,0.9376,9387.47630548
2025-02-21 08:00:00,0.9365,0.9365,0.9365,0.9365,2.55237715
2025-02-21 09:00:00,0.9561,0.9613,0.9529,0.9531,1526.16168052
2025-02-21 10:00:00,0.9517,0.9593,0.9517,0.9589,8718.01811189
2025-02-21 11:00:00,0.9536,0.9553,0.9515,0.9515,2411.35253
2025-02-21 12:00:00,0.9527,0.959,0.9525,0.9572,3784.25038595
2025-02-21 13:00:00,0.9611,0.9738,0.9611,0.9738,5676.00193033
2025-02-21 14:00:00,0.9761,0.9761,0.96,0.9678,7510.55163882
2025-02-21 15:00:00,0.9653,0.974,0.9298,0.943,9130.27996619
2025-02-21 16:00:00,0.9405,0.9567,0.9387,0.9454,22980.5692804
2025-02-21 17:00:00,0.9482,0.9482,0.9218,0.9244,3451.59705481
2025-02-21 18:00:00,0.92,0.921,0.9115,0.9115,44992.84856833
2025-02-21 19:00:00,0.9142,0.9142,0.89,0.8908,236980.34336125
2025-02-21 20:00:00,0.8901,0.899,0.8901,0.8923,7804.55526152
2025-02-21 21:00:00,0.8972,0.8972,0.8843,0.8902,5618.58581777
2025-02-21 22:00:00,0.8903,0.9025,0.8903,0.9019,6616.94228746
2025-02-21 23:00:00,0.9018,0.9033,0.8967,0.9013,4363.55528485
2025-02-22 00:00:00,0.9021,0.9129,0.8995,0.9129,2785.79846557
2025-02-22 01:00:00,0.9138,0.9211,0.9137,0.9176,2299.30325275
2025-02-22 02:00:00,0.9156,0.9156,0.9079,0.915,1097.41587652
2025-02-22 03:00:00,0.914,0.9154,0.9097,0.9097,1531.61548727
2025-02-22 04:00:00,0.9161,0.9161,0.916,0.916,271.3056293
2025-02-22 05:00:00,0.9204,0.9231,0.9201,0.9231,1399.076992
2025-02-22 06:00:00,0.9221,0.9236,0.9157,0.9157,701.18173446
2025-02-22 07:00:00,0.9162,0.9162,0.9161,0.9161,70.55784365
2025-02-22 08:00:00,0.9101,0.9118,0.9101,0.9112,37.70346325
2025-02-22 09:00:00,0.9138,0.9138,0.9124,0.9125,275.29918866
2025-02-22 10:00:00,0.916,0.918,0.9135,0.918,10402.4966752
2025-02-22 11:00:00,0.9163,0.9163,0.9151,0.9163,438.724
2025-02-22 12:00:00,0.9176,0.9203,0.9146,0.9202,3035.87872171
2025-02-22 13:00:00,0.92,0.92,0.9139,0.9141,565.16337037
2025-02-22 14:00:00,0.9151,0.9175,0.9151,0.9173,1635.75939295
